study_hours,attendance_pct,prev_gpa,assignments_done,sleep_hours,internet_hours,family_support,part_time_job,extracurricular,parent_edu,gender,school_type,distance_km,quiz_avg,midterm_score,final_score,grade
5.1,69.5,2.28,83.4,5.5,0.7,5,0,1,Undergraduate,Female,Public,7.6,75.0,67.4,60.7,Pass
7.6,82.9,2.74,65.7,7.2,3.8,2,1,0,Postgraduate,Female,Private,5.7,60.9,33.7,52.2,Pass
5.4,55.2,3.45,67.7,6.4,2.9,3,0,1,Undergraduate,Male,Public,9.7,68.8,20.9,42.8,Fail
5.1,89.3,3.65,80.8,5.9,0.4,2,0,0,High School,Female,Private,1.5,55.2,24.6,54.4,Pass
2.3,71.8,2.65,51.7,8.1,1.7,5,1,0,High School,Female,Private,7.3,90.1,83.2,53.0,Pass
6.5,61.0,2.19,67.8,4.7,3.5,5,0,1,Undergraduate,Male,Private,7.3,82.2,60.8,56.4,Pass
6.3,71.2,3.19,57.8,7.8,2.2,3,0,1,Postgraduate,Male,Public,9.3,81.2,53.5,59.8,Pass
9.3,96.9,2.42,57.2,8.0,2.0,2,0,1,High School,Female,Public,12.1,76.9,77.1,73.5,Distinction
4.4,70.0,2.64,32.8,5.7,2.9,4,1,1,High School,Female,Public,37.8,72.8,55.5,37.9,Fail
5.4,83.4,3.93,100.0,5.8,3.5,4,0,0,Undergraduate,Female,Private,12.7,46.3,66.3,79.8,Distinction
5.5,67.0,3.58,61.3,6.7,0.8,3,0,0,Undergraduate,Male,Public,25.8,74.5,62.4,61.4,Pass
8.2,89.4,3.11,98.3,7.4,3.8,5,1,1,Undergraduate,Female,Public,9.8,66.7,54.5,85.3,Distinction
4.8,88.3,2.11,96.4,6.8,1.8,5,1,0,Undergraduate,Male,Public,11.8,84.0,66.7,70.3,Distinction
5.6,100.0,3.15,49.3,7.7,3.0,4,1,0,Undergraduate,Male,Public,0.9,77.1,74.4,70.7,Distinction
6.2,75.4,3.74,53.2,9.6,2.9,4,0,0,Postgraduate,Female,Private,1.7,73.3,59.0,67.6,Pass
5.4,88.0,2.74,100.0,6.2,2.2,3,0,1,High School,Male,Private,10.4,39.7,54.6,60.3,Pass
4.1,79.5,3.95,100.0,4.4,1.5,4,0,0,Postgraduate,Male,Public,6.0,63.7,56.5,76.0,Distinction
5.4,97.4,3.9,74.4,8.2,2.6,3,0,0,High School,Male,Private,19.2,56.6,25.2,61.5,Pass
7.1,67.2,4.0,80.1,9.5,5.4,3,1,0,Undergraduate,Female,Private,9.4,68.8,66.5,77.7,Distinction
2.9,89.2,3.21,62.4,7.6,1.0,2,0,1,Undergraduate,Female,Public,25.7,58.8,42.7,43.6,Fail
5.3,75.1,3.41,83.6,5.4,5.5,3,0,0,Undergraduate,Female,Private,43.0,60.9,72.1,68.6,Pass
3.6,77.0,3.99,60.7,6.8,2.6,2,1,0,Undergraduate,Male,Private,1.9,71.9,60.6,58.5,Pass
7.4,79.4,3.31,34.4,5.3,3.1,4,1,1,High School,Female,Public,6.0,58.5,63.7,58.6,Pass
2.0,81.8,2.65,48.6,8.0,1.4,4,1,1,High School,Male,Private,13.1,66.8,73.2,43.1,Fail
3.9,76.3,2.69,75.4,5.0,1.8,4,1,1,Undergraduate,Female,Public,4.4,42.2,47.2,43.6,Fail
5.8,81.2,3.17,52.4,6.5,2.2,3,1,1,Undergraduate,Male,Public,3.7,52.5,67.9,56.1,Pass
8.1,100.0,2.1,73.7,5.5,1.4,3,1,0,High School,Female,Private,20.2,74.8,66.3,70.6,Distinction
4.9,92.8,2.9,53.5,7.2,2.7,5,0,0,Postgraduate,Female,Private,47.2,46.5,59.0,55.8,Pass
3.9,91.0,3.77,59.4,6.5,2.4,3,1,0,High School,Male,Private,17.8,83.7,47.1,61.3,Pass
8.8,71.2,1.47,92.1,7.3,5.8,5,0,1,High School,Male,Public,8.9,79.6,71.5,70.0,Distinction
2.1,64.7,4.0,79.9,7.0,1.3,3,0,0,High School,Female,Private,7.0,61.0,73.3,59.0,Pass
0.6,92.3,3.79,74.8,5.5,3.2,4,0,1,Undergraduate,Female,Public,9.3,100.0,63.8,68.0,Pass
5.9,91.1,2.68,92.6,7.9,3.4,2,1,1,High School,Male,Public,7.5,83.6,44.9,64.6,Pass
4.0,100.0,3.38,84.6,6.9,1.4,4,1,0,Undergraduate,Female,Public,8.4,50.8,53.6,66.3,Pass
3.0,68.9,3.0,100.0,5.5,4.0,5,0,0,High School,Male,Public,2.7,76.2,61.0,63.4,Pass
6.4,74.6,3.86,65.8,10.0,2.4,5,0,0,None,Male,Public,28.1,66.0,73.0,76.1,Distinction
5.5,53.4,3.69,66.4,7.7,0.0,5,1,0,Undergraduate,Male,Private,16.9,53.3,36.7,50.8,Pass
3.9,72.1,2.02,49.0,6.8,4.0,3,1,0,Undergraduate,Male,Private,13.7,49.0,53.0,27.6,Fail
2.4,92.9,3.41,66.4,9.1,1.3,4,0,1,High School,Male,Private,35.9,79.9,55.6,59.5,Pass
6.7,71.0,2.86,94.3,9.8,1.4,3,0,0,None,Male,Private,4.0,56.0,60.7,64.1,Pass
6.3,87.6,3.06,100.0,6.8,4.0,4,1,0,Postgraduate,Male,Public,1.0,63.5,41.2,71.8,Distinction
4.8,75.1,2.49,94.2,7.5,2.5,2,0,0,High School,Male,Private,21.0,51.2,58.5,51.1,Pass
8.7,82.9,4.0,39.1,5.5,4.4,5,1,1,Postgraduate,Male,Private,60.0,53.8,57.0,73.9,Distinction
2.9,60.8,3.73,96.7,6.8,4.8,5,0,1,Undergraduate,Male,Public,10.4,63.1,45.4,59.5,Pass
1.9,79.3,2.48,38.2,6.7,2.0,3,0,1,High School,Male,Private,0.7,70.8,60.1,31.4,Fail
3.6,33.1,2.07,93.0,7.3,4.2,3,0,1,Undergraduate,Male,Public,18.2,26.2,53.3,23.5,Fail
4.9,75.2,2.73,67.6,7.5,1.9,2,0,0,Postgraduate,Male,Public,0.9,65.3,69.9,54.1,Pass
5.5,53.5,3.3,89.1,7.8,6.3,4,0,0,High School,Male,Public,9.3,53.8,47.8,54.9,Pass
4.5,96.1,3.17,48.4,7.4,2.0,3,0,0,High School,Male,Private,3.9,86.0,63.4,61.2,Pass
5.7,89.7,3.88,98.4,5.2,4.5,5,1,0,High School,Male,Private,29.6,100.0,49.1,90.4,Distinction
2.5,85.0,3.55,45.7,5.6,4.3,4,0,1,Postgraduate,Female,Public,7.2,59.6,52.4,47.9,Pass
7.9,100.0,3.68,61.6,6.2,3.5,4,1,0,Undergraduate,Female,Public,27.4,39.2,66.8,77.1,Distinction
4.8,63.8,3.23,55.0,6.6,2.0,4,0,0,High School,Male,Private,4.3,66.8,65.8,53.2,Pass
7.2,100.0,2.03,39.9,8.6,2.8,1,1,1,High School,Female,Private,5.9,61.9,55.3,44.1,Fail
5.7,92.0,2.86,76.9,5.3,0.0,5,0,1,High School,Female,Public,35.3,94.6,57.7,75.2,Distinction
5.9,74.5,3.74,100.0,6.5,3.3,4,0,1,High School,Female,Public,2.7,90.0,38.7,77.1,Distinction
6.1,95.0,2.96,100.0,8.4,3.5,5,0,0,High School,Male,Private,10.4,78.0,84.4,91.0,Distinction
5.9,61.4,3.35,76.9,6.6,3.2,4,0,1,Undergraduate,Male,Public,5.9,56.2,73.0,65.1,Pass
6.3,65.6,2.78,97.3,7.7,0.0,4,1,0,High School,Male,Public,17.9,75.2,72.4,72.2,Distinction
7.7,68.9,2.28,79.6,6.8,1.1,2,1,0,High School,Female,Public,1.7,69.0,36.5,49.0,Pass
5.4,70.1,2.91,85.0,7.4,1.9,4,1,1,Undergraduate,Female,Private,6.9,68.6,52.5,60.5,Pass
6.4,62.2,3.22,68.2,6.7,3.4,4,0,1,High School,Male,Private,14.4,41.6,56.6,53.5,Pass
4.8,96.3,2.54,78.9,8.0,3.4,4,1,0,None,Female,Public,6.3,80.9,31.1,55.5,Pass
7.9,74.1,2.84,85.7,4.7,2.7,4,0,0,None,Female,Public,0.7,66.6,76.2,75.9,Distinction
3.6,83.3,2.34,63.4,6.5,4.0,3,1,0,High School,Male,Public,14.7,63.5,85.3,52.0,Pass
8.6,69.4,3.78,73.5,7.4,1.5,5,1,0,Undergraduate,Female,Public,8.4,56.0,95.0,90.1,Distinction
4.9,50.7,2.79,73.8,7.8,3.9,5,0,1,Undergraduate,Female,Public,0.5,53.1,45.3,43.7,Fail
2.1,82.1,4.0,91.5,9.2,3.7,2,0,0,None,Male,Public,11.4,69.8,63.9,64.4,Pass
5.3,49.3,4.0,53.7,6.4,3.6,5,0,1,High School,Female,Public,30.3,38.8,83.2,59.1,Pass
3.6,77.0,2.94,74.0,9.2,2.7,3,1,1,High School,Male,Public,1.4,76.8,57.9,54.0,Pass
6.7,57.5,2.29,100.0,6.0,5.7,4,0,1,Undergraduate,Male,Private,10.7,49.2,52.9,54.6,Pass
3.7,100.0,1.54,98.3,9.0,3.7,3,1,0,Undergraduate,Male,Private,15.7,34.1,32.1,37.0,Fail
4.1,91.7,1.97,100.0,8.2,1.5,5,0,0,Undergraduate,Male,Public,0.9,92.3,80.1,75.0,Distinction
1.2,79.6,2.04,75.5,5.6,3.4,2,0,0,High School,Male,Public,0.5,52.1,61.7,30.3,Fail
4.1,97.0,3.96,81.4,7.5,4.1,3,0,0,High School,Male,Public,7.5,54.2,50.3,67.5,Pass
0.5,65.3,3.08,95.0,6.9,2.1,3,0,0,Undergraduate,Male,Private,18.8,82.0,66.5,52.2,Pass
1.8,86.2,3.27,100.0,7.9,4.6,3,1,1,Postgraduate,Female,Public,2.1,92.8,64.4,69.9,Pass
6.5,81.0,1.45,36.0,6.7,3.6,4,0,0,Postgraduate,Male,Public,21.7,42.0,64.7,35.0,Fail
6.6,82.0,2.16,48.7,6.5,0.0,2,0,1,None,Female,Private,12.8,50.7,58.5,40.5,Fail
5.9,97.1,3.62,100.0,9.1,3.4,4,0,0,Undergraduate,Female,Private,4.8,51.8,88.0,91.1,Distinction
3.1,89.0,3.2,69.5,6.9,2.4,5,0,1,Undergraduate,Male,Public,8.7,79.0,59.9,63.6,Pass
4.9,82.3,2.9,61.6,8.2,3.8,5,1,1,Postgraduate,Female,Public,40.4,89.6,87.9,74.4,Distinction
5.0,53.2,3.4,49.9,6.7,4.4,5,0,0,High School,Male,Private,2.9,48.8,71.0,50.0,Pass
2.7,63.6,4.0,63.9,9.5,3.3,3,1,1,Undergraduate,Male,Private,8.3,86.2,67.6,60.1,Pass
8.0,76.2,2.85,47.0,6.0,5.5,3,1,1,None,Male,Public,11.8,54.4,60.2,53.7,Pass
6.8,79.4,3.05,100.0,6.1,2.7,4,1,1,Undergraduate,Male,Private,1.8,70.0,77.6,83.1,Distinction
4.6,61.0,3.13,74.6,9.3,3.9,1,0,1,High School,Male,Public,0.5,45.9,63.8,44.2,Fail
5.1,100.0,4.0,73.8,6.3,4.2,5,0,0,Undergraduate,Male,Private,0.5,63.2,47.1,76.0,Distinction
5.4,100.0,1.53,86.8,9.4,2.9,2,1,0,Postgraduate,Female,Public,4.7,63.3,46.6,49.3,Pass
0.9,87.0,3.48,94.2,8.3,4.2,5,1,0,High School,Female,Private,0.9,60.3,68.8,64.1,Pass
4.5,79.1,2.92,93.9,6.8,2.1,2,1,0,Undergraduate,Female,Private,19.5,70.8,47.5,57.4,Pass
3.6,74.8,3.4,96.5,4.3,2.4,5,0,1,High School,Female,Public,60.0,49.9,61.0,64.8,Pass
3.0,63.7,2.54,62.4,7.0,1.0,2,0,1,High School,Female,Private,0.8,51.7,78.9,37.8,Fail
4.4,79.2,2.97,69.0,7.2,3.4,1,0,0,High School,Male,Public,6.8,71.6,66.9,53.0,Pass
8.6,81.9,3.5,90.4,8.8,3.5,4,1,1,High School,Female,Public,0.5,85.1,50.4,86.0,Distinction
6.3,59.4,4.0,64.5,9.4,4.8,3,0,1,Postgraduate,Male,Public,1.7,64.7,84.6,72.7,Distinction
3.9,83.0,3.57,74.9,6.0,4.2,4,0,0,High School,Male,Private,4.7,72.6,70.8,69.0,Pass
6.1,75.7,2.41,83.0,8.2,2.6,4,1,0,Undergraduate,Male,Public,6.0,76.4,78.3,69.0,Pass
7.8,49.4,2.7,90.7,8.1,1.2,2,0,0,Postgraduate,Male,Private,33.7,77.5,25.7,51.3,Pass
6.8,65.1,2.68,39.4,8.6,3.6,5,0,1,Postgraduate,Male,Private,6.0,50.7,67.3,50.2,Pass
5.1,71.8,1.74,89.3,7.7,4.7,3,0,1,Undergraduate,Male,Public,8.2,53.3,75.5,50.8,Pass
3.7,100.0,2.77,70.3,4.1,4.1,4,0,0,High School,Male,Public,3.4,54.6,89.2,66.0,Pass
6.4,86.3,3.51,89.1,6.8,4.6,4,0,0,Undergraduate,Female,Private,0.5,93.9,38.6,78.2,Distinction
5.8,58.0,2.11,90.5,5.3,2.7,4,0,1,High School,Male,Private,27.6,72.6,81.3,60.9,Pass
6.8,85.3,3.73,100.0,6.7,2.3,3,0,1,Postgraduate,Male,Public,1.0,71.9,88.3,95.0,Distinction
6.3,54.8,3.34,100.0,8.5,1.9,3,0,1,Undergraduate,Female,Public,40.0,70.5,29.7,58.5,Pass
7.1,94.2,2.49,100.0,7.5,2.9,4,0,1,Undergraduate,Female,Public,1.7,45.2,69.7,75.1,Distinction
3.9,70.9,2.9,100.0,8.7,2.9,3,1,0,None,Male,Public,11.1,94.1,71.9,69.0,Pass
7.6,76.6,4.0,80.8,7.5,3.3,3,0,0,Undergraduate,Female,Public,60.0,72.2,56.8,80.4,Distinction
5.4,97.9,3.51,75.6,5.1,2.8,4,0,0,Undergraduate,Male,Public,1.8,75.8,54.2,75.2,Distinction
9.2,58.7,3.01,92.5,3.2,2.8,4,0,1,Postgraduate,Male,Public,6.6,38.5,72.7,73.9,Distinction
3.6,57.0,2.83,89.6,7.2,1.8,1,0,0,None,Male,Public,18.2,76.7,52.2,43.9,Fail
8.5,69.2,3.05,68.8,6.7,4.4,3,0,1,Postgraduate,Male,Private,0.5,59.7,58.5,65.5,Pass
5.4,93.6,2.64,83.1,5.5,3.1,3,0,0,None,Female,Private,14.0,45.2,75.0,63.0,Pass
3.7,55.2,1.53,74.3,4.4,2.7,2,1,1,Undergraduate,Female,Public,1.0,50.7,90.1,34.7,Fail
4.0,35.5,4.0,57.9,5.9,1.9,3,0,0,Undergraduate,Female,Private,3.2,46.0,70.6,45.5,Pass
4.4,71.2,3.11,100.0,6.7,1.0,2,1,0,High School,Male,Public,2.1,45.8,64.1,57.2,Pass
5.8,86.3,3.28,76.1,8.0,5.0,5,0,1,None,Male,Private,28.5,65.9,53.7,69.1,Pass
6.0,96.0,2.96,100.0,7.3,3.8,4,0,0,Undergraduate,Female,Private,2.4,59.2,45.8,72.2,Distinction
3.9,71.1,2.49,42.5,9.4,0.6,2,0,1,High School,Female,Private,0.5,70.0,79.8,40.9,Fail
5.0,71.8,2.87,63.9,5.4,4.1,1,1,1,High School,Male,Public,10.6,90.1,59.5,51.7,Pass
9.3,95.3,1.88,75.7,8.3,4.4,4,0,0,Undergraduate,Female,Public,5.1,63.1,80.4,76.4,Distinction
8.5,50.0,4.0,97.7,7.1,3.2,3,0,1,Undergraduate,Female,Public,6.2,31.3,56.7,70.5,Distinction
5.9,72.2,2.14,83.0,8.0,5.4,4,0,1,Undergraduate,Male,Public,1.5,61.4,51.6,51.8,Pass
5.1,80.9,2.28,81.2,6.3,3.3,5,0,0,High School,Female,Public,16.6,82.9,68.7,65.2,Pass
5.2,84.7,2.69,52.5,8.6,0.9,4,1,1,None,Male,Public,11.0,63.7,60.8,51.7,Pass
6.2,70.4,3.9,51.9,7.4,3.5,2,0,0,Undergraduate,Female,Private,5.4,87.9,42.7,59.7,Pass
3.0,78.5,3.01,81.5,6.0,3.4,4,1,0,Undergraduate,Female,Public,2.3,71.8,91.1,67.7,Pass
4.5,40.7,2.13,47.7,7.0,2.1,5,1,1,Undergraduate,Male,Public,10.8,37.4,52.0,22.1,Fail
1.7,68.1,3.88,64.4,6.6,3.9,4,0,0,Undergraduate,Male,Public,18.1,66.6,76.8,57.5,Pass
5.8,84.8,3.51,85.0,7.7,0.5,4,0,0,High School,Male,Public,4.5,69.5,75.5,80.0,Distinction
6.3,63.3,3.38,55.4,5.2,4.5,3,0,0,High School,Male,Private,0.5,81.2,41.8,53.0,Pass
4.0,78.9,3.5,100.0,7.0,1.7,3,0,0,Postgraduate,Male,Public,2.9,92.3,46.0,71.7,Distinction
8.1,84.7,4.0,99.5,7.6,1.5,4,0,1,Undergraduate,Male,Public,13.8,78.6,57.2,95.1,Distinction
2.5,72.9,4.0,43.6,7.0,2.8,5,0,1,Undergraduate,Female,Public,54.2,71.6,48.1,51.0,Pass
2.1,80.6,2.52,56.4,9.0,3.6,4,1,1,Postgraduate,Female,Private,0.5,75.1,89.6,53.3,Pass
5.4,63.6,4.0,29.3,8.2,3.2,4,1,1,Postgraduate,Male,Public,4.4,62.5,58.8,53.1,Pass
7.1,74.9,3.27,59.3,7.0,1.9,2,1,0,Undergraduate,Male,Private,0.8,43.1,76.2,60.4,Pass
8.4,87.2,3.35,90.3,7.3,2.2,3,0,0,High School,Male,Public,4.6,65.6,70.2,84.8,Distinction
4.1,80.4,1.82,66.7,7.4,1.3,4,0,0,Postgraduate,Female,Private,6.2,70.5,66.2,47.4,Pass
7.2,69.2,2.88,84.2,7.6,2.7,2,0,1,Undergraduate,Female,Public,30.4,46.9,62.6,59.4,Pass
4.9,81.4,2.43,44.6,4.3,4.6,4,1,0,High School,Female,Public,1.0,84.9,81.8,56.8,Pass
4.7,88.7,3.58,91.0,6.5,3.0,3,1,0,Undergraduate,Female,Public,18.0,80.1,48.8,72.1,Distinction
6.8,47.3,3.75,63.9,4.8,4.3,4,0,1,High School,Male,Public,6.0,44.4,89.6,65.6,Pass
6.3,95.4,1.55,75.2,8.9,5.2,5,0,1,Postgraduate,Female,Public,20.0,85.5,41.4,57.9,Pass
1.8,73.0,2.98,73.1,6.9,2.1,3,0,0,Undergraduate,Female,Public,8.6,60.4,74.5,48.8,Pass
8.0,84.4,3.79,49.6,6.7,2.7,2,1,0,Undergraduate,Female,Public,0.5,53.3,39.5,58.9,Pass
7.8,96.0,2.87,51.9,8.3,6.3,4,0,1,Undergraduate,Male,Public,35.1,81.2,56.9,70.2,Distinction
3.7,57.4,3.51,94.4,7.6,5.2,5,0,1,Undergraduate,Female,Private,1.0,64.2,63.5,64.8,Pass
5.8,67.4,3.25,83.0,5.3,0.5,4,1,0,Undergraduate,Male,Private,10.9,93.5,54.2,70.1,Distinction
6.0,73.7,3.24,96.0,6.9,3.6,1,1,0,Postgraduate,Female,Public,25.2,52.2,59.1,62.9,Pass
5.5,66.2,2.81,81.5,6.5,3.0,1,0,1,High School,Female,Public,1.0,39.0,39.8,38.6,Fail
3.9,100.0,2.15,77.9,4.4,4.2,3,1,1,High School,Female,Public,9.7,60.8,46.2,47.6,Pass
3.7,65.1,2.21,40.5,6.0,1.9,2,0,1,Undergraduate,Male,Public,20.9,76.8,70.0,33.8,Fail
4.9,69.7,3.5,69.6,6.7,1.7,5,0,0,Undergraduate,Female,Private,51.5,51.1,62.5,61.5,Pass
7.3,81.1,3.01,74.5,6.8,2.0,5,0,1,High School,Female,Private,15.5,45.0,51.0,64.2,Pass
6.1,60.0,2.9,100.0,4.8,2.1,3,1,0,High School,Male,Public,3.9,68.4,83.2,71.2,Distinction
4.3,72.1,2.7,88.7,8.7,4.2,3,1,0,High School,Female,Public,14.4,43.0,42.5,43.7,Fail
6.5,82.8,2.79,100.0,6.8,1.2,3,0,1,Undergraduate,Female,Private,14.7,69.6,56.2,71.4,Distinction
0.5,73.0,3.73,87.0,7.1,2.1,5,1,0,Undergraduate,Female,Public,14.4,59.9,53.9,54.1,Pass
7.3,76.6,2.77,60.8,7.6,0.3,4,0,1,High School,Female,Public,23.1,72.4,71.8,66.5,Pass
1.5,70.1,2.06,77.3,5.8,4.5,4,1,0,Undergraduate,Female,Private,1.1,44.2,62.8,32.9,Fail
4.3,55.3,3.52,79.7,7.7,4.9,3,0,1,High School,Male,Public,1.4,84.5,60.3,59.4,Pass
2.8,82.8,2.86,56.2,6.4,2.5,4,0,0,Undergraduate,Female,Public,12.3,62.3,32.5,37.2,Fail
2.4,100.0,3.02,67.3,5.7,2.6,3,0,1,Undergraduate,Female,Private,36.9,76.5,75.8,62.2,Pass
7.3,78.3,4.0,70.9,7.9,3.7,3,1,0,Undergraduate,Male,Public,7.5,79.4,58.5,78.7,Distinction
4.1,81.4,2.99,100.0,9.2,5.2,4,0,1,High School,Male,Private,38.8,47.6,63.9,63.2,Pass
5.7,88.4,3.2,33.4,8.1,3.6,4,1,1,High School,Female,Public,33.4,78.2,50.0,54.2,Pass
4.9,59.0,2.17,99.1,8.4,2.0,3,0,0,Undergraduate,Female,Private,28.0,43.6,47.5,42.2,Fail
6.0,100.0,2.85,56.3,6.2,0.6,2,1,0,None,Female,Private,28.9,44.4,86.0,61.4,Pass
5.2,81.0,3.43,47.6,4.6,1.3,3,0,0,Postgraduate,Male,Public,27.4,94.5,33.6,54.9,Pass
2.4,100.0,1.91,98.6,9.2,3.1,3,0,1,Undergraduate,Female,Private,20.6,81.7,45.1,52.1,Pass
7.0,67.0,3.14,89.6,10.0,2.0,4,0,0,High School,Male,Private,14.2,96.1,85.7,85.7,Distinction
4.0,100.0,3.07,100.0,9.3,3.3,5,1,0,Undergraduate,Male,Public,0.5,59.4,72.3,78.6,Distinction
1.9,89.6,3.03,91.0,6.5,2.2,1,0,0,High School,Male,Private,1.7,66.5,56.8,50.9,Pass
4.1,86.3,3.73,100.0,5.3,1.4,3,0,1,Undergraduate,Female,Private,1.7,72.9,81.9,83.4,Distinction
8.0,81.5,3.23,86.2,5.4,1.2,2,1,0,Postgraduate,Female,Public,0.5,64.8,69.1,78.0,Distinction
6.7,74.3,4.0,71.9,4.5,5.3,4,1,0,High School,Female,Public,1.5,53.8,65.7,73.5,Distinction
4.3,96.0,2.3,81.9,6.8,4.3,3,0,1,Undergraduate,Male,Public,30.3,51.6,65.6,55.5,Pass
4.3,80.1,3.1,99.9,9.4,5.6,4,1,1,High School,Female,Public,13.1,68.2,69.4,71.2,Distinction
4.4,48.5,3.06,59.4,6.8,3.8,3,1,0,Undergraduate,Female,Public,4.5,49.0,70.1,41.8,Fail
9.2,61.2,2.25,62.0,7.5,2.4,4,0,1,High School,Male,Public,18.9,48.6,97.1,65.5,Pass
5.8,75.2,3.67,68.8,9.1,5.0,5,0,1,Undergraduate,Male,Public,8.0,70.9,58.9,71.0,Distinction
5.9,82.6,4.0,32.9,6.4,3.0,5,1,0,Postgraduate,Male,Public,1.8,63.6,59.4,64.9,Pass
7.1,77.2,2.99,77.8,10.0,3.3,5,1,0,High School,Male,Public,25.9,79.1,42.2,67.6,Pass
5.5,96.3,3.35,37.3,10.0,2.9,4,0,1,Undergraduate,Male,Public,5.0,58.6,61.2,58.9,Pass
4.5,48.7,3.06,76.1,6.8,0.0,5,0,0,Undergraduate,Female,Public,14.4,56.3,91.8,61.2,Pass
4.6,80.2,2.5,92.3,6.1,5.4,3,0,0,Undergraduate,Male,Private,4.1,71.4,77.8,65.7,Pass
4.9,50.7,1.73,65.5,8.0,3.7,2,0,0,Undergraduate,Female,Public,8.3,52.8,53.3,25.1,Fail
4.9,89.4,2.51,100.0,6.5,3.5,1,0,1,Undergraduate,Male,Public,20.3,55.1,62.5,58.9,Pass
6.5,76.6,2.03,45.8,5.3,2.9,4,0,1,None,Female,Public,2.0,55.7,41.3,35.7,Fail
5.1,84.3,4.0,98.8,8.9,3.2,5,1,1,Postgraduate,Female,Public,45.4,61.9,46.5,79.6,Distinction
6.5,65.0,2.92,88.5,8.8,2.1,2,1,0,Undergraduate,Male,Public,0.9,91.6,64.4,68.3,Pass
4.8,97.2,2.76,40.7,7.2,3.9,4,0,1,High School,Male,Private,9.2,44.3,54.1,45.1,Pass
5.2,93.6,3.62,100.0,5.1,1.0,4,0,1,High School,Female,Public,29.7,84.4,45.3,80.5,Distinction
1.0,86.8,2.21,73.7,5.2,3.3,5,0,0,Undergraduate,Male,Private,35.0,76.1,69.8,49.2,Pass
6.8,76.1,2.46,57.5,7.2,3.8,4,0,1,Postgraduate,Male,Public,3.2,88.5,60.7,61.8,Pass
5.7,86.7,3.05,46.9,6.3,2.7,5,1,0,Postgraduate,Male,Public,1.9,100.0,36.9,61.3,Pass
7.0,67.4,3.72,70.6,6.5,3.6,3,1,1,Postgraduate,Male,Private,15.5,86.5,28.8,64.0,Pass
0.5,90.8,3.35,72.5,8.5,1.5,3,0,0,High School,Male,Private,0.5,78.9,52.9,49.9,Pass
9.2,100.0,3.17,77.1,8.1,1.6,4,0,1,Postgraduate,Male,Private,8.0,45.3,36.6,73.9,Distinction
4.7,94.1,3.05,69.0,9.1,3.4,3,0,1,Postgraduate,Male,Private,19.1,47.2,32.1,49.0,Pass
7.2,67.1,3.28,87.7,5.5,4.0,1,0,1,High School,Male,Public,9.9,70.4,80.1,72.3,Distinction
2.9,83.4,3.14,67.2,6.5,0.2,4,0,0,High School,Female,Private,2.5,39.5,60.4,47.9,Pass
6.2,58.6,2.28,36.3,8.1,3.8,4,1,0,Undergraduate,Female,Public,8.0,74.2,57.8,40.0,Fail
2.9,86.6,3.03,72.0,7.7,2.2,4,1,0,Undergraduate,Male,Private,30.5,33.0,59.0,47.9,Pass
3.8,84.8,2.25,27.7,9.3,2.7,3,0,1,High School,Male,Public,11.5,82.3,43.8,31.1,Fail
8.8,50.0,3.06,82.1,7.6,1.0,4,1,1,None,Female,Public,15.3,60.2,68.6,68.2,Pass
4.6,60.6,2.66,55.4,9.8,1.7,3,1,0,High School,Male,Private,4.9,66.9,59.9,41.2,Fail
5.4,73.8,4.0,78.3,7.8,4.4,1,1,0,High School,Male,Public,2.5,53.8,49.9,58.8,Pass
6.7,73.5,2.97,100.0,8.6,3.0,4,1,1,High School,Male,Public,3.5,36.5,52.3,63.6,Pass
6.0,59.9,2.02,56.0,6.5,2.4,2,0,0,Undergraduate,Male,Public,9.1,83.5,42.4,35.8,Fail
5.3,83.8,2.91,96.2,7.0,2.8,2,0,0,High School,Female,Private,3.9,85.0,55.5,67.6,Pass
5.7,81.8,3.36,66.3,8.4,3.7,4,1,0,Postgraduate,Male,Private,9.4,59.7,58.2,64.8,Pass
9.8,75.1,4.0,100.0,9.4,3.7,1,1,0,Postgraduate,Female,Private,14.8,74.9,55.1,90.2,Distinction
4.9,66.7,2.59,67.7,8.1,2.9,5,1,1,Postgraduate,Male,Private,15.9,59.1,62.9,52.7,Pass
5.4,93.7,1.89,58.2,6.9,4.6,4,0,1,Undergraduate,Female,Public,2.2,69.3,60.7,51.5,Pass
7.1,100.0,3.57,88.7,9.1,4.5,5,0,1,High School,Female,Public,16.7,76.4,65.7,92.1,Distinction
7.2,70.7,2.03,66.3,3.7,3.6,2,0,0,High School,Female,Public,13.4,73.3,77.1,55.5,Pass
7.4,68.8,2.69,58.2,4.9,3.1,4,0,1,High School,Male,Public,0.5,85.1,71.5,65.3,Pass
6.3,85.4,2.82,65.4,8.0,4.0,3,0,0,Postgraduate,Male,Public,0.7,72.8,77.3,68.9,Pass
2.7,72.6,2.95,74.1,7.0,3.5,5,0,0,High School,Male,Public,12.5,65.4,48.4,48.2,Pass
8.3,75.9,3.48,100.0,7.9,4.6,3,0,1,Undergraduate,Female,Public,5.8,53.6,53.9,77.9,Distinction
2.7,89.1,2.52,36.3,7.1,4.3,3,0,0,Undergraduate,Male,Private,1.9,57.8,72.5,38.9,Fail
5.6,49.4,2.81,75.5,7.9,1.5,5,0,0,Postgraduate,Male,Public,0.5,77.2,72.7,62.1,Pass
3.5,97.8,2.99,87.5,5.8,1.4,3,0,1,Undergraduate,Female,Private,2.1,42.5,51.1,55.6,Pass
